NO,Predict,aat0dem,aat10dem,asp,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,clay,dem,eco,im,lst,lucc,mor,ndvi,pa,sand,silt,slope,soil,tadem,veg,water
7813,0,58471,51027,263.66,162,267,49,1663,292,46,54,747,167,578,216,80,24,8492,321,0,321,203,69,29,156,1,9469,14563,113,19,4000,17029,33,38,2.87999,23119100,160,2402,1021.68
9003,0,60165,52620,164.055,168,278,54,1419,248,41,50,604,154,534,164,80,24,8700,333,8,325,210,76,41,41,2,5899,14544,21,26,4000,14077,21,38,2.31607,23121124,165,2402,8314.53
7138,0,58945,51888,276.34,169,278,53,1279,223,33,53,577,136,456,145,77,23,8710,330,7,323,210,76,37,31,2,7038,14519,21,31,4000,15133,25,38,2.87999,23110132,162,5772,2270.48
6993,0,57277,50975,45,165,273,56,1308,246,27,54,547,113,547,113,81,25,8496,325,11,314,273,56,29,16,1,5129,14466,113,21,4000,13243,33,38,0.900242,23119100,157,580,2823.8
6628,0,57277,50975,321.34,165,273,57,1309,247,27,54,547,113,547,113,81,25,8462,324,11,313,273,57,29,16,1,5154,14466,113,15,4000,13271,33,38,2.03732,23119100,157,580,3539.35
11657,0,57032,50823,109.983,164,277,45,1236,212,38,48,514,142,492,149,78,23,9032,329,-2,331,252,67,29,16,1,6289,,113,21,4000,14142,33,38,3.72048,23119100,156,580,2549.31
8164,0,58974,51948,333.435,169,279,54,1243,221,30,53,556,132,452,135,77,23,8734,330,7,323,211,75,15,15,1,6908,14559,113,11,4001,15012,52,33,1.42323,23116142,162,5772,481.517
8606,0,59005,51948,204.444,169,279,54,1243,221,30,53,556,132,452,135,77,23,8734,330,7,323,211,75,15,11,1,6875,14559,113,11,4001,14989,52,33,3.84039,23116142,162,5772,613.535
4586,0,59455,52008,240.461,168,275,52,1448,253,44,53,644,148,526,171,78,24,8657,327,4,323,209,74,29,185,5,8978,14471,52,19,4001,16569,35,36,10.8445,23115152,163,4311,12270.7
10816,0,59679,52345,90,171,280,56,1390,242,42,50,595,152,514,162,80,24,8700,335,10,325,212,78,,8,4,6663,14467,42,21,4001,14802,,,2.86241,23121124,163,580,79.3846
4026,0,58669,51674,192.095,169,277,54,1331,231,37,53,598,142,475,154,77,23,8677,329,7,322,210,76,31,38,1,7621,14475,113,31,4002,15609,36,33,4.54793,23121122,161,4301,2376.37
12901,0,57491,51127,180,162,276,42,1168,194,36,48,485,138,482,143,81,24,9069,328,-7,335,251,65,29,4,1,4398,1443,113,11,4002,12550,33,38,2.22705,23119100,157,5772,532.922
6531,0,60135,52590,129.806,169,278,55,1403,245,41,51,598,152,525,163,80,24,8685,334,9,325,211,77,36,25,2,5996,14544,23,21,4003,14131,39,25,2.48452,23121120,165,580,915.792
6763,0,57430,51128,116.565,163,275,43,1213,206,38,48,502,144,492,151,80,24,9004,328,-4,332,250,67,29,1,4,5309,14439,43,14,4003,13358,33,38,1.42323,23121124,157,580,2910.24
12754,0,54139,48838,221.379,159,266,54,1388,265,27,56,593,114,593,114,81,26,8319,318,9,309,266,54,12,83,2,5456,14427,21,41,4003,13322,62,26,17.2737,23115192,148,580,623.68
8035,0,58641,51643,135,169,278,55,1342,240,35,52,574,140,515,143,81,25,8663,331,8,323,210,76,29,14,1,7680,14547,113,11,4004,15554,33,38,0.900242,23119100,161,580,902.312
13282,0,59799,52437,270,170,279,54,1395,245,41,51,595,150,526,159,80,24,8725,334,9,325,212,77,29,15,1,6691,14538,113,14,4004,14850,33,38,4.76364,23119100,164,580,5862.19
13290,0,58974,51824,111.801,165,273,53,1347,246,31,52,561,130,539,130,82,25,8562,325,6,319,205,53,29,49,2,7353,14468,21,21,4004,15119,33,38,1.71364,23119100,162,580,5226.31
10198,0,57125,50914,30.9638,164,272,55,1303,241,27,54,544,113,544,113,81,25,8490,324,10,314,272,55,29,19,1,5003,14464,113,21,4004,13107,33,38,3.70692,23119100,156,5772,3379.95
13387,0,56941,50732,45,163,275,46,1271,219,38,49,530,140,500,148,78,23,8907,327,-2,329,250,67,43,40,1,6881,14449,113,41,4004,14727,24,33,0.450149,23115152,156,580,3543.86
7855,0,57338,51067,270,162,274,43,1236,211,39,48,511,146,497,154,80,24,8993,327,-3,330,249,66,29,32,1,5850,,122,21,4004,13821,33,38,2.5448,23119100,157,580,10064.3
9187,0,59525,52253,180,169,278,54,1386,244,41,51,594,149,521,157,80,24,8689,332,9,323,211,77,41,34,1,7114,14565,113,21,4005,15258,21,38,0,23121124,163,580,3319.04
8108,0,59525,52253,146.31,170,279,55,1384,243,41,51,593,149,519,157,80,24,8694,334,10,324,212,77,41,21,1,7109,14565,113,21,4005,15255,21,38,1.14753,23119100,163,580,3398.58
10463,0,55208,49541,5.19443,158,268,43,1336,232,38,50,558,139,523,146,76,23,8761,319,-2,321,244,64,43,182,5,6827,14424,53,41,4005,14933,24,33,3.51144,23119100,151,207,4387.14
7645,0,56758,50611,15.9454,164,276,45,1273,220,39,48,529,146,501,156,79,23,8966,328,-2,330,251,68,29,39,1,7095,,113,20,4005,14853,33,38,4.62459,23119100,155,580,3108.99
10581,0,59829,52467,180,170,279,55,1393,244,41,50,595,151,521,161,80,24,8708,334,10,324,212,78,36,12,1,6535,1456,113,29,4006,14686,39,25,0.954841,23119100,164,580,4834.33
9025,0,58679,51828,109.44,160,270,44,1299,224,37,49,540,137,511,142,77,23,8803,322,-3,325,245,64,43,95,5,6274,14466,51,31,4006,14440,24,33,11.3269,23115152,161,4301,1223.53
8249,0,58679,51828,303.69,166,277,50,1251,217,35,49,518,131,492,133,78,24,8838,328,3,325,251,69,22,7,1,6229,14439,113,19,4006,14404,47,31,3.43891,23119100,161,580,1226.56
1897,1,58710,51859,8.13011,166,277,49,1250,217,35,49,518,131,491,133,78,23,8862,328,2,326,251,69,22,3,1,6250,14439,113,11,4006,14417,47,31,2.24963,23116140,161,580,1102.31
3168,1,57278,51067,128.66,164,277,45,1167,190,34,48,483,130,469,132,79,23,9048,330,-4,334,253,66,15,7,4,5066,14428,41,11,4007,13158,52,33,2.03732,23125100,157,,116.589
3170,1,57278,51067,161.565,164,277,45,1167,190,34,48,483,130,469,132,79,23,9048,330,-4,334,253,66,15,10,4,5067,14428,46,11,4007,13159,52,33,1.00648,23125100,157,,247.242
3174,1,57278,51067,135,164,277,45,1167,190,34,48,483,130,469,132,79,23,9048,330,-4,334,253,66,15,11,4,5049,14428,41,11,4007,13143,52,33,0.900242,23116142,157,5772,333.341
12105,0,49599,42811,148.736,147,254,37,1532,266,39,52,642,149,632,153,80,25,8383,305,-10,315,230,57,12,373,2,8244,1441,21,52,4007,15792,62,26,28.6321,23115192,136,5817,7938.07
13362,0,57184,50944,251.565,162,273,44,1196,199,38,48,494,143,492,152,82,24,8912,326,-4,330,248,67,,1,4,4969,14368,46,17,4007,12973,,,1.00648,23124100,157,580,46.4702
9373,0,57184,50944,333.435,162,273,44,1197,199,38,48,494,143,492,152,82,24,8912,326,-4,330,248,67,,9,5,4959,14368,52,17,4007,12963,,,2.84471,23121120,157,580,758.038
793,1,58271,51278,270,171,279,57,1379,238,41,53,620,147,490,163,78,24,8667,332,9,323,213,79,29,13,4,8592,14457,43,51,4008,16461,33,38,0.318307,23119100,160,4311,471.46
4772,0,58341,51647,135,166,276,49,1317,231,39,50,554,139,507,149,78,23,8843,328,2,326,251,70,29,6,1,8159,14454,113,21,4008,16189,33,38,0.900242,23121122,160,580,121.223
7622,0,58648,51830,286.699,166,275,51,1349,241,37,52,578,136,516,145,77,23,8691,327,5,322,206,72,12,26,1,7460,14429,113,19,4008,15559,62,26,3.31953,23121124,161,4301,2804.67
1471,1,58648,51830,180,167,276,52,1319,239,33,53,562,132,512,136,77,23,8732,327,6,321,251,72,,12,1,7252,14391,123,11,4008,15386,,,0,23125100,161,5772,214.838
6414,0,58640,51611,119.745,167,276,54,1325,239,33,52,565,137,513,137,81,25,8642,329,7,322,208,74,29,8,1,7023,14542,113,11,4009,14994,33,38,5.11893,23119100,161,580,5467.45
6571,0,58610,51612,360,168,278,55,1336,239,34,52,571,138,514,140,81,25,8667,331,8,323,210,75,29,12,1,7523,1452,113,12,4009,15398,33,38,1.90915,23119100,161,2402,3810.24
11892,0,57155,50884,243.435,163,276,43,1236,212,39,48,511,145,493,153,79,23,9035,328,-3,331,251,67,29,3,1,6098,1446,113,11,4009,14001,33,38,2.1343,23119100,156,580,815.193
255,1,58702,51673,104.931,168,276,54,1305,236,31,52,560,134,502,134,80,24,8631,329,8,321,208,75,29,2,1,7170,1458,113,17,4010,15101,33,38,4.9293,23119100,161,580,485.025
256,1,58702,51673,333.435,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,5,4,7185,1458,46,17,4010,15113,33,38,0.711726,23119100,161,580,287.565
260,1,58702,51673,342.181,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,7,4,7170,1458,46,17,4010,15101,33,38,9.27977,23119100,161,580,483.108
262,1,58702,51673,26.5651,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,5,4,7170,1458,46,17,4010,15101,33,38,1.42323,23119100,161,580,485.025
263,1,58702,51673,332.103,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,12,4,7170,1458,46,17,4010,15101,33,38,6.09966,23119100,161,580,383.557
264,1,58702,51673,14.0362,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,5,4,7185,1458,46,17,4010,15113,33,38,1.3122,23119100,161,580,318.167
265,1,58702,51673,236.31,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,3,4,7185,1458,46,17,4010,15113,33,38,2.29414,23119100,161,580,185.659
267,1,58702,51673,270,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,2,4,7185,1458,46,17,4010,15113,33,38,0.954841,23119100,161,580,185.659
268,1,58702,51673,116.565,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,3,4,7185,1458,46,17,4010,15113,33,38,0.711726,23119100,161,580,94.6428
240,1,58702,51673,141.34,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,13,4,7201,1458,46,19,4010,15127,33,38,4.0695,23119100,161,580,213.875
241,1,58702,51673,93.8141,167,276,54,1309,237,31,52,562,134,504,134,80,25,8626,328,8,320,208,75,29,3,1,7185,1458,113,19,4010,15115,33,38,4.77417,23119100,161,580,224.125
243,1,58702,51673,119.745,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,16,4,7185,1458,46,19,4010,15113,33,38,2.56458,23119100,161,580,317.794
244,1,58702,51673,278.13,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,4,1,7185,1458,113,19,4010,15115,33,38,4.49235,23119100,161,580,107.905
245,1,58702,51673,240.642,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,13,1,7169,1458,113,19,4010,15101,33,38,5.82326,23119100,161,580,318.968
246,1,58702,51673,141.34,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,9,4,7201,1458,46,19,4010,15127,33,38,6.09148,23119100,161,580,213.875
247,1,58702,51673,345.964,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,6,4,7201,1458,46,19,4010,15127,33,38,2.62302,23119100,161,580,0.208683
250,1,58702,51673,261.87,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,7,4,7201,1458,46,19,4010,15127,33,38,2.24963,23119100,161,580,0
251,1,58702,51673,296.565,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,4,4,7201,1458,46,19,4010,15127,33,38,1.42323,23119100,161,580,0
259,1,58702,51673,71.5651,168,277,54,1304,236,31,52,561,134,501,134,80,24,8659,329,8,321,208,75,29,3,4,7185,1458,46,17,4010,15113,33,38,1.00648,23119100,161,580,87.0923
10562,0,59095,51885,135,165,274,54,1338,248,29,53,558,127,537,127,81,25,8537,325,8,317,204,54,29,49,1,7456,14484,113,21,4010,15178,33,38,2.69895,23119100,162,2402,2077.11
10477,0,60073,52590,209.745,170,279,55,1400,244,42,50,598,153,520,164,80,24,8714,334,10,324,212,78,43,20,5,6164,1462,52,26,4011,14310,24,33,2.56458,23115152,165,580,4759.76
5448,0,58913,51763,330.255,165,274,53,1330,244,30,53,560,130,527,130,80,25,8583,326,7,319,205,53,29,50,1,7244,14481,113,21,4012,15089,33,38,5.11893,23119100,162,580,2287.31
13737,0,59463,52284,243.435,169,278,53,1299,229,33,54,582,133,477,143,76,23,8740,329,6,323,211,74,,10,4,6456,14418,46,15,4012,14740,,,1.42323,23124100,163,0,0
9010,0,58856,51920,338.199,166,276,50,1369,242,40,51,582,142,519,156,77,23,8771,327,3,324,208,71,31,30,1,8973,14493,113,26,4013,16537,36,33,1.71364,23121122,161,580,14527.9
10221,0,58856,51920,45,166,276,50,1368,242,40,51,582,141,519,155,77,23,8794,327,3,324,208,71,31,34,1,8993,14493,113,11,4013,16519,36,33,1.80004,23121122,161,580,14683.6
7861,0,57493,51189,71.5651,163,276,46,1184,195,34,48,483,128,469,128,78,23,8910,327,-1,328,251,67,29,20,1,5134,14466,122,21,4013,13252,33,38,1.00648,23119100,158,580,4680.62
6079,0,57186,50915,165.964,164,277,45,1189,197,35,48,494,133,478,136,79,23,9043,330,-3,333,252,67,29,7,1,5727,14429,113,11,4013,13691,33,38,1.3122,23119100,157,580,1343.4
11291,0,60469,52834,90,170,279,55,1413,243,42,50,601,158,517,170,79,24,8695,335,11,324,212,78,41,12,1,5864,14571,122,29,4014,14104,21,38,0.954841,23121124,166,2401,878.687
9975,0,58671,51642,104.036,166,276,53,1318,239,31,53,563,133,512,133,80,24,8638,328,7,321,207,53,29,33,2,7045,1455,21,14,4014,15003,33,38,2.62302,23119100,161,580,2267.5
8813,0,59677,52436,153.435,169,278,53,1210,214,28,53,545,128,436,131,76,23,8738,329,7,322,210,75,15,4,4,6181,14489,46,11,4014,14511,52,33,0.711726,23116142,163,5772,0
6090,0,56240,50305,167.905,161,273,42,1243,210,37,48,517,138,497,143,77,23,8986,325,-5,330,249,64,26,61,3,6023,,31,41,4014,13877,36,38,4.54793,23121122,154,581,4402.17
11214,0,58032,51338,296.565,169,278,54,1295,230,33,52,570,137,477,142,79,24,8702,331,8,323,211,76,29,9,1,7804,14561,113,11,4015,15663,33,38,2.1343,23119100,159,5772,1762.99
4699,0,58367,51521,192.529,168,277,55,1310,235,33,52,566,137,497,139,80,24,8639,330,9,321,210,76,29,11,1,7473,14512,113,12,4015,15409,33,38,8.73569,23119100,160,580,0
8572,0,55965,50092,305.538,160,270,45,1232,204,40,50,511,143,511,161,81,24,8725,324,-2,326,270,117,29,38,2,7038,,21,21,4015,14494,33,38,2.73612,23121124,153,2402,2007.65
12787,0,57340,51067,360,164,278,44,1174,192,35,48,489,133,476,136,79,23,9112,331,-5,336,254,66,15,7,1,5040,1458,123,11,4016,13107,52,33,0.954841,23116142,157,5772,1054.16
3129,1,57340,51067,135,164,277,44,1175,192,35,48,489,133,475,136,78,23,9079,331,-5,336,253,66,,23,4,5059,1458,46,11,4016,13122,,,2.24963,23116142,157,5772,419.633
3131,1,57340,51067,73.4956,164,277,44,1175,192,35,48,489,133,475,136,78,23,9079,331,-5,336,253,66,,17,4,5059,1458,46,11,4016,13122,,,8.89161,23116142,157,5772,348.31
7166,0,59309,52161,352.875,169,278,53,1227,216,30,53,552,132,440,136,76,23,8737,330,7,323,210,75,,10,1,6526,14462,123,11,4016,14751,,,5.11893,23116142,162,5772,115.573
4936,0,58311,51646,333.435,165,276,48,1308,229,38,50,549,138,506,147,77,23,8855,328,1,327,251,69,31,15,1,7721,,113,21,4016,15755,36,33,1.42323,23121122,160,580,795.43
1378,1,58485,51461,288.435,171,280,55,1345,233,39,53,604,144,479,158,78,24,8710,332,8,324,213,78,29,6,3,8090,14462,31,11,4017,16016,33,38,1.00648,23119100,161,4301,294.057
13136,0,58641,51705,33.6901,170,278,55,1270,224,33,53,566,137,459,142,77,23,8679,330,9,321,211,77,,0,1,7259,,113,11,4017,15256,,,3.43891,23124100,161,0,4008.01
12281,0,57183,50884,345.964,162,273,44,1283,220,40,48,531,150,508,161,79,24,8916,326,-3,329,248,66,36,41,3,6685,,31,21,4017,14503,39,25,1.3122,23121124,157,580,8147.17
13602,0,58702,51673,180,167,276,54,1312,238,31,52,563,134,506,134,80,24,8653,328,7,321,208,74,29,22,1,7124,14515,113,21,4018,15064,33,38,2.5448,23119100,161,580,1361.41
8337,0,58702,51673,84.8056,167,275,53,1316,238,31,52,564,134,508,134,80,24,8628,328,7,321,207,53,41,25,1,7119,14515,113,21,4018,15062,21,38,3.51144,23119100,161,580,1578.53
5208,0,57729,51309,135,161,274,41,1200,202,38,47,496,143,490,148,80,24,9048,326,-7,333,249,64,36,36,1,4119,14422,122,21,4018,12323,39,25,0.450149,23121120,158,580,2596.28
571,1,58792,51766,200.556,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,18,3,7221,14353,31,11,4018,15232,52,33,2.7176,23116142,161,,244.489
572,1,58792,51766,180,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,20,3,7221,14353,31,11,4018,15232,52,33,0,23116142,161,,220.432
573,1,58792,51766,143.973,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,15,5,7220,14353,52,11,4018,15231,52,33,4.32127,23116142,161,5772,291.797
574,1,58792,51766,288.435,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,15,5,7220,14353,52,11,4018,15231,52,33,3.01696,23116142,161,5772,152.007
575,1,58792,51766,206.565,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,19,5,7220,14353,52,11,4018,15231,52,33,0.711726,23116142,161,5772,92.822
576,1,58792,51766,188.13,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,19,3,7221,14353,31,11,4018,15232,52,33,2.24963,23116142,161,,220.432
577,1,58792,51766,281.31,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,12,5,7220,14353,52,11,4018,15231,52,33,1.62263,23116142,161,5772,232.612
578,1,58792,51766,306.87,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,11,3,7220,14353,31,11,4018,15231,52,33,1.59114,23116142,161,5772,173.427
579,1,58792,51766,270,170,279,55,1325,230,37,52,593,142,473,153,78,24,8708,332,8,324,212,77,15,12,5,7220,14353,52,11,4018,15231,52,33,0.954841,23116142,161,5772,232.612
2204,1,58038,51463,116.565,165,276,47,1241,213,36,49,517,134,489,139,78,23,8916,329,0,329,252,68,29,6,1,6298,,113,11,4018,14347,33,38,2.1343,23124100,159,580,1667.67
2210,1,58038,51463,12.5288,165,276,47,1241,213,36,49,517,134,489,139,78,23,8916,329,0,329,252,68,37,2,1,6293,,113,11,4018,14349,24,39,2.93211,23124100,159,580,1762.7
2200,1,58038,51463,90,165,276,47,1240,212,36,49,516,134,488,139,78,23,8926,329,0,329,252,68,37,3,1,6285,,113,11,4018,14338,24,39,0.636594,23119100,159,580,1738.54
5307,0,58336,51521,345.964,169,277,55,1346,239,36,51,581,142,507,146,80,24,8645,331,8,323,210,76,22,40,1,7686,1451,113,29,4019,15602,51,27,5.23508,23119100,160,2402,2589.64
12256,0,59009,51980,183.366,171,279,56,1343,234,39,52,592,145,487,154,79,24,8704,333,9,324,213,78,29,8,1,6773,14452,113,15,4019,14802,33,38,5.40454,23119100,162,5772,1251.49
7291,0,56788,50641,11.3099,165,277,45,1254,216,38,48,521,143,496,151,78,23,9013,329,-1,330,252,67,29,10,1,6834,,113,11,4019,14630,33,38,1.62263,23119100,155,580,4929.37
8622,0,56729,50642,360,164,276,46,1282,222,39,49,534,145,502,155,78,23,8935,328,-1,329,251,68,29,22,1,7052,,113,20,4019,14840,33,38,0.954841,23119100,155,580,10856.3
11074,0,60135,52590,180,169,279,55,1404,247,40,51,599,151,531,161,81,24,8702,334,9,325,212,77,41,27,2,5943,14551,21,21,4020,14110,21,38,5.39526,23121124,165,580,8864.74
9756,0,59040,52042,99.4623,167,277,52,1323,239,33,53,576,132,507,138,76,23,8709,327,6,321,208,73,41,15,1,7020,1446,112,21,4020,15219,21,38,3.86653,23121124,162,5772,2921.51
9752,0,57339,51068,360,163,274,44,1238,210,39,48,511,148,498,157,80,24,8926,327,-3,330,249,68,29,7,1,6076,,113,11,4020,14027,33,38,0.318307,23119100,157,580,1370.5
12107,0,56729,50642,315,164,276,45,1281,222,39,49,534,145,503,154,78,23,8948,328,-1,329,251,68,22,26,2,7054,,21,13,4020,14840,61,17,1.80004,23119100,155,2402,11258.7
13606,0,56729,50642,45,164,276,45,1281,222,39,49,534,145,503,154,78,23,8948,328,-1,329,251,68,22,38,2,7055,,21,21,4020,14840,61,17,0.450149,23119100,155,2402,11649.8
1895,1,58710,51859,218.66,166,277,50,1247,216,35,50,516,131,490,133,78,23,8840,328,2,326,251,70,22,8,1,6234,14535,113,11,4021,14403,47,31,6.09148,23116140,161,580,1260.73
1893,1,58710,51859,201.801,166,277,50,1247,216,35,50,516,131,490,133,78,23,8840,328,2,326,251,70,22,8,1,6237,14535,113,11,4021,14406,47,31,3.42422,23116140,161,580,1494.85
1892,1,58710,51859,18.435,166,277,50,1247,216,35,50,516,131,490,133,78,23,8840,328,2,326,251,70,22,1,1,6240,14535,113,11,4021,14410,47,31,1.00648,23116140,161,580,1520.45
8745,0,58648,51830,99.4623,166,276,52,1307,236,33,52,551,131,512,134,77,23,8738,328,6,322,251,72,22,16,1,7219,14487,123,18,4021,15346,47,31,5.78883,23116140,161,580,130.801
7799,0,54687,49237,77.4712,159,271,43,1251,208,40,48,514,151,510,162,81,24,8826,324,-4,328,245,115,,64,2,6264,14312,21,32,4021,14004,,,2.93211,23124100,150,2402,29.2021
5021,0,58579,51643,206.565,169,277,55,1342,239,36,52,575,141,512,144,81,25,8647,331,8,323,210,76,36,17,1,7729,14532,113,17,4022,15598,39,25,0.711726,23121120,161,580,854.35
6243,0,58495,51737,60.2551,166,276,51,1286,228,36,51,539,132,502,136,77,23,8774,328,4,324,251,71,26,20,1,6828,14518,113,12,4022,14957,33,41,10.1574,23119100,160,580,3720.17
13407,0,58375,51645,315,165,276,49,1225,209,35,49,505,130,483,131,78,23,8821,328,1,327,251,69,22,-2,4,6064,14416,46,12,4022,14217,47,31,1.35022,23116140,160,580,40.9765
7038,0,53864,45596,230.194,161,271,44,1362,237,40,50,571,147,527,161,77,23,8808,323,-2,325,246,66,36,110,1,8066,14414,113,41,4022,15684,39,25,2.48452,23121120,147,580,8885.47
4055,0,58671,51735,219.472,169,278,55,1268,224,32,53,566,135,459,141,77,23,8675,330,8,322,211,77,22,10,1,7227,,113,11,4022,15234,47,31,6.97538,23124100,161,5772,3395.4
13008,0,58490,51582,315,164,272,57,1389,273,26,57,589,115,589,115,82,26,8431,324,12,312,272,57,29,51,1,6475,,113,11,4022,14135,33,38,1.35022,23119100,160,580,4087.62
8306,0,59769,52407,315,170,279,55,1394,243,42,50,598,152,516,162,79,24,8683,334,10,324,212,78,41,13,1,6552,14536,123,21,4023,14696,21,38,0.450149,23121124,164,580,1636.97
12559,0,59769,52407,149.036,170,279,55,1394,243,42,50,598,152,516,162,79,24,8683,334,10,324,212,78,41,14,1,6552,14536,113,21,4023,14696,21,38,1.8554,23121124,164,580,1281.58
12826,0,56538,50211,26.5651,164,274,46,1335,232,41,49,557,150,514,165,78,23,8850,327,0,327,249,68,12,42,1,8751,1446,113,11,4023,16153,62,26,1.42323,23115192,155,580,1619.69
9182,0,59040,52042,90,167,277,53,1318,239,32,54,571,131,508,136,76,23,8711,327,6,321,208,73,37,10,4,6967,14458,43,21,4023,15176,25,38,2.22705,23110132,162,5772,153.677
10873,0,60135,52590,198.435,169,278,54,1410,249,40,51,599,150,539,160,81,25,8675,333,9,324,211,77,41,30,1,6259,14569,113,21,4024,14457,21,38,1.00648,23121124,165,2402,5086.77
12246,0,56538,50211,296.565,164,274,46,1329,231,41,49,555,149,513,164,78,23,8884,327,0,327,249,68,12,26,1,8798,14447,113,15,4024,16189,62,26,1.42323,23116140,155,580,614.021
